Latitude,Longitude,NDVI,Soil_Moisture,Elevation,Fertility,Fertility_Level
20.923424850419277,74.32000399071094,0.21956117,0.3553719,-8.636629,398.0,High
20.92315535583404,74.32000399071094,0.21902499,0.41322315,-9.712607,395.0,High
20.922885861248805,74.32000399071094,0.23935777,0.5068871,-10.054262,393.0,High
20.92261636666357,74.32000399071094,0.23893361,0.46280992,-10.5657425,393.0,High
20.922346872078332,74.32000399071094,0.1655891,0.13774104,-10.880019,393.0,High
20.922077377493096,74.32000399071094,0.18582633,0.20661157,-11.616925,394.0,High
20.921807882907864,74.32000399071094,0.17446452,0.17630854,-11.885614,395.0,High
20.921538388322627,74.32000399071094,0.21006529,0.25619835,-10.902575,395.0,High
20.92126889373739,74.32000399071094,0.19139072,0.23140496,-11.906895,397.0,High
20.920999399152155,74.32000399071094,0.14160606,0.079889804,-12.414474,398.0,High
20.92072990456692,74.32000399071094,0.15553638,0.1322314,-10.912456,399.0,High
20.920460409981683,74.32000399071094,0.14445679,0.1046832,-11.009163,397.0,High
20.920190915396446,74.32000399071094,0.16594037,0.18181819,-10.2803545,397.0,High
20.91992142081121,74.32000399071094,0.18682079,0.22589532,-11.5832205,396.0,High
